topic,Q0,docId,score,site
151001,0,67aefe2b-00d4-47d1-b149-841fbf2c9a98,0,cancer.gov
151001,0,555a9f08-01d2-4526-aebf-aeca559f96c4,0,cancernetwork.com
151001,0,0419c575-03bd-4a93-b73b-20222e605865,0,webmd.com
151001,0,012b94af-03bf-4380-b588-70162b4d5fa9,0,cancer.gov
151001,0,1e337fd0-03d7-4593-bce4-8f2b48e470af,0,nhlbi.nih.gov
151001,0,ff07a2e7-03fb-4057-b806-084b464417ca,0,cancer.gov
151001,0,69d853fb-0486-4710-bcbc-2cb38a5ef23c,0,emedicine.medscape.com
151001,0,39075950-04e2-4139-9a39-ec1985e3e45b,0,nhlbi.nih.gov
151001,0,3043b9de-0976-46bc-ac4a-25f4307d6091,0,nhlbi.nih.gov
151001,0,29113790-0a9c-40c1-9bb4-3baf97125745,0,clinicaladvisor.com
151001,0,dc4dfca7-0b1b-47f7-814c-287f6cbf56d6,0,irondisorders.org
151001,0,a86b9eb2-0b3b-4c59-9e32-faf06f131409,0,livestrong.com
151001,0,54878c92-0b53-4398-b315-65577e8cf38f,0,oncologynurseadvisor.com
151001,0,9708fdd5-0b6c-41b3-849a-5be05f600594,0,cancer.gov
151001,0,6f09deae-0b77-4a26-8bc8-c178b8b8fa7e,0,medicinenet.com
151001,0,3aad40f4-0b91-4f16-8c29-3a12abcb2f7e,0,aidsinfo.nih.gov
151001,0,27576739-0c8e-40e2-ad10-fee044f11703,0,verywell.com
151001,0,764b94a1-0ce2-4a03-92f2-8052669c1443,0,indiadiets.com
151001,0,a969cb8c-0d62-41e0-94cb-9518d0ca72fa,0,verywellmind.com
151001,0,7c3df957-0d74-4da2-b39d-b6c298a8705d,0,healthline.com
151001,0,fc8a98c5-0f6e-4b76-8bd5-aab4beeff8bc,0,pediatrics.aappublications.org
151001,0,599639e6-0f8f-499a-948f-9c1d6edbe333,0,cancernetwork.com
151001,0,a1861d0a-0fae-4445-ade9-e86b0f71969a,0,mayoclinic.org
151001,0,b8a67cd7-0ffc-454f-ba83-1e910b7690cb,0,uofmhealth.org
151001,0,933e6a1c-1133-4e80-b91b-8e31c6d5781b,0,cancer.gov
151001,0,38ac89f7-1216-439d-a76d-f55504fe5826,0,emedicinehealth.com
151001,0,0d208a00-1291-48fc-9611-8a1df12aadff,0,onclive.com
151001,0,aa768b45-12a4-4151-8a9e-14b7b763b81b,0,wholehealthmd.com
151001,0,226188b1-1374-4d72-99f9-24c40003e8b6,0,nhlbi.nih.gov
151001,0,e737da25-141d-4d0d-a78a-55181aa96762,0,clinicaladvisor.com
151001,0,3a961497-1505-41a0-aa89-5b8ec945f86e,0,cancer.gov
151001,0,c41f940a-1594-4c32-97d7-c5863d6d7f9e,0,healthy.net
151001,0,94a5619a-1807-43f0-9b7c-573a4ec8913e,0,nhlbi.nih.gov
151001,0,d331eb9e-180e-407a-b17d-eb0b2f6ae6b1,0,cancer.gov
151001,0,2d83af64-1813-4bc8-9a80-3bd08b5627c0,0,kidney.org
151001,0,78d99a58-1842-448f-8502-cb8f8a79dacf,0,indiadiets.com
151001,0,32642d1d-1898-49c7-85ee-94db24d976e4,0,nhlbi.nih.gov
151001,0,2fa1681a-18de-4925-866b-e68c4f3f90a7,0,uofmhealth.org
151001,0,595af04c-1a10-4ac3-87b7-645153b4c02f,0,merckmanuals.com
151001,0,b57407cc-1a19-4545-82e2-c780f9ce659d,0,mskcc.org
151001,0,96169433-1a43-4828-b4c8-9b568d20c936,0,healthline.com
151001,0,96c11810-1a98-476b-9bed-14388578c817,0,cancer.gov
151001,0,401dc501-1ba4-4269-930c-9a409afdaec7,0,cityofhope.org
151001,0,2f5d6184-1d11-4754-9638-b39c73896d6d,0,wholehealthmd.com
151001,0,9cc5a795-1da6-4f25-af0a-9936307d410c,0,indiadiets.com
151001,0,04d864d5-1def-4835-b878-67ce660626ea,0,verywell.com
151001,0,a8b289b0-1e9c-496c-8cc7-4be55ee2f3c6,0,cram.com
151001,0,60220c7b-1f32-43a7-82b9-1d144dca0b5a,0,davita.com
151001,0,398b5d05-202b-4475-b2d3-1030d8cd753b,0,aafp.org
151001,0,61786517-205a-48fa-8ae7-301caf9050de,0,stanfordchildrens.org
151001,0,d7b061d1-208a-41cb-8e9e-e31d01a10fc7,0,davita.com
151001,0,08819bb2-20de-4012-a374-975eeff12a82,0,cancer.ca
151001,0,2cec65dc-20f6-46a8-be6e-ee752b2a8974,0,everydayhealth.com
151001,0,8e901596-21a3-4f34-88db-83b1c8ac5b01,0,lifeextension.com
151001,0,d41e7ded-224e-4666-9bdc-7657ee7584c0,0,organicfacts.net
151001,0,5179f153-243d-4495-847b-3a7060aa5d8f,0,nhlbi.nih.gov
151001,0,6170685f-25ad-4738-b97e-8c748b874d07,0,bloodbook.com
151001,0,11bca8c4-25f2-4d4f-83a3-50f18ad30976,0,my.clevelandclinic.org
151001,0,b671ac5b-2ad6-437f-84c8-fedbac25dbab,1,drugbank.ca
151001,0,a7511ab4-2b8d-45b9-8644-5d3829a03561,0,irondisorders.org
151001,0,64258e49-2bc5-4c70-8ce0-f637037ca7ab,0,nhlbi.nih.gov
151001,0,b47b7579-2c42-41f2-976c-332db183b7a2,0,verywell.com
151001,0,fcc3dd17-2c6b-4448-8333-58807f45afad,0,everydayhealth.com
151001,0,f9cd837c-2c85-422b-93ad-05d6d2d87f77,0,cancer.gov
151001,0,2104e796-2d1c-44f1-bcbd-90a781eff81d,0,healthline.com
151001,0,f2fc21fe-2ee9-4201-8ca6-341836b5cdee,0,diabetesincontrol.com
151001,0,bae2dc08-2f71-4d9d-94fd-d72084c98b65,0,cancer.ca
151001,0,95b05680-2f75-481a-85e3-c772456f8a31,0,healdove.com
151001,0,caa000fc-306c-4129-a0c5-538c811642d2,0,watercures.org
151001,0,b97f6de3-30a8-47cc-bcff-2296ff56e74c,0,everydayhealth.com
151001,0,231b1f48-30bd-4aab-a690-26d077a9d0db,0,healthline.com
151001,0,2f9420f5-31b8-4aec-9b6c-e44436c228ba,0,livestrong.com
151001,0,991f5e5a-31c3-4b6a-a2a8-27f4a793e6cc,0,indiadiets.com
151001,0,5334179c-33a6-490f-a1d6-9b0404ad2b6b,0,medlineplus.gov
151001,0,d2262992-33a7-4fc4-b991-1167dce7d8bf,0,medicinenet.com
151001,0,09e9121c-340c-4667-a68c-22b13e5b7aa5,0,verywellmind.com
151001,0,359338e7-340d-43f1-86d4-d74747a6eae3,0,circ.ahajournals.org
151001,0,80d4ffce-34d1-4148-8d3d-3fdbcce201e1,0,wikidoc.org
151001,0,14fc23b0-35ee-4802-938a-963c33b3df11,0,nhlbi.nih.gov
151001,0,be95a6b8-36bd-4c41-85ed-ec3fb1165397,0,boldsky.com
151001,0,2876c5e4-3705-49c7-b0cd-38b040f1ab85,0,indiadiets.com
151001,0,3184a385-384b-40e3-b9b4-7bf83b53c56d,0,indiadiets.com
151001,0,4da3c9c9-3866-4b2e-93f6-b2e2809e6a81,0,watercures.org
151001,0,091fc2f9-39ea-42b0-80c8-064161e8e6c5,0,pediatrics.aappublications.org
151001,0,a1f7ca78-3b74-43f8-8293-621aa34c5cdb,0,clinicaladvisor.com
151001,0,b5648cb3-3c0e-469c-9624-372ea6d552bc,0,stanfordchildrens.org
151001,0,f4e4cc81-3c3e-4fa2-b3ef-8de9f9a1de12,0,somvweb.som.umaryland.edu
151001,0,462bb4d4-3d22-436f-ae06-4f9bfcad1aa1,0,ahealthyme.com
151001,0,ebc947b8-3d37-43c0-b3f9-77844564805f,0,cancer.gov
151001,0,91004881-3d79-49cb-a449-fc98ba8bfeab,0,epainassist.com
151001,0,d6267aa1-3e20-40c9-af85-92ce421192d5,0,indiadiets.com
151001,0,5e3e2403-3e67-46fc-be49-d392453daf25,0,medicalxpress.com
151001,0,b7e79939-3e6b-418f-9f99-c94d96a469b9,0,medicalnewstoday.com
151001,0,32ea12f4-3e88-4299-8b19-27693b18b2be,0,cancer.gov
151001,0,22d95b19-3f1e-42b8-8d6b-f64ae35e56c9,0,indiadiets.com
151001,0,9d56f1df-3f49-4cd5-8b24-792ccfb70e4f,0,verywell.com
151001,0,89d1be96-3f88-45dd-9ab7-5e0ac9071505,0,medicinenet.com
151001,0,08806750-4082-4877-9bb9-a4d257b286e0,0,nhlbi.nih.gov
151001,0,3e8d564d-4088-4e97-8142-f3ad14b5a450,0,indiadiets.com
151001,0,1f1057e3-4176-4682-9085-a890ad657e93,0,oncologynurseadvisor.com
151001,0,600c7ae4-4192-4116-a438-c3ad23d243e3,0,cancernetwork.com
151001,0,8cc39b96-4203-4ac5-a9e5-9209ca316997,1,askdrshah.com
151001,0,876ceedb-42ad-4b2c-8526-9fcda2ab8c08,1,lpi.oregonstate.edu
151001,0,71612d77-42ca-4045-bb51-16e7c1bd33d7,1,chetday.com
151001,0,4d0a15f1-43ed-4e26-9ecd-acfb8d9b697d,0,boldsky.com
151001,0,ec9efd34-440c-4a59-b55f-3bce1500cf1b,1,aafp.org
151001,0,05bdb606-445b-49a7-9aba-c404be50f793,0,indiadiets.com
151001,0,4aa2b8a5-4514-46b0-a48f-8071f5417e91,0,diabetesincontrol.com
151001,0,7c31a330-458e-47fe-8a32-3046b4750eac,0,davita.com
151001,0,95554c93-45f3-4f3b-945f-b0f6912ab954,0,wholehealthmd.com
151001,0,90dcea3f-4646-424a-b00d-0893dc1bbfc8,0,webmd.com
151001,0,edb34333-465d-4156-ba05-59e1348157b2,0,cancer.gov
151001,0,0e9fa50e-466f-456a-b259-61c1129a2cf0,0,medicinenet.com
151001,0,974100d8-47f6-4ad7-873a-a69ad5a85d05,0,cancer.gov
151001,0,993aa78f-484d-4124-8671-096376a73028,0,indiadiets.com
151001,0,b0471d80-4988-4b4c-baf7-e67e1679fd86,0,nhlbi.nih.gov
151001,0,78ee2852-4ddb-4fbf-a87c-8b256bcf7f94,0,livestrong.com
151001,0,5ad7f309-4e4d-44e5-b267-9d3ea0f73915,0,healthy.net
151001,0,8768c7de-4ec4-46b3-9bdf-6c7958b625c1,0,epainassist.com
151001,0,df22fde9-4ed4-4509-a423-5e74293b1e58,0,2ndchance.info
151001,0,7a771221-50b3-46fd-9553-bc608243bf46,0,medlineplus.gov
151001,0,beae39b0-50f1-4edc-9d3c-6328d2065ce1,0,indiadiets.com
151001,0,638a02ba-5250-4f21-909e-db6ca6acab3f,0,cancer.gov
151001,0,fabd1c35-53bc-4337-a244-136fd89684c2,0,emedicinehealth.com
151001,0,2dbc7312-56a6-4482-a6ab-0cc35572c131,0,foodmatters.com
151001,0,cde172c3-58b6-46fb-b4cc-b911d56bc49c,0,drugbank.ca
151001,0,9819fac0-59bb-493d-b9eb-e62a406f6b21,0,ahealthyme.com
151001,0,6cf4f7f7-59ef-4803-a3f5-c04acdbc0aae,0,cancertherapyadvisor.com
151001,0,9a25c56e-5c34-4a1d-a28d-aba03a54fcc3,0,dailystrength.org
151001,0,c38d2cf0-5c57-40ce-b238-3adb8f7ca377,0,nhlbi.nih.gov
151001,0,d28d2eb6-5c8e-4dc0-81c0-cf4c436568c8,1,medicinenet.com
151001,0,34ecc571-5da7-46b6-94b5-7cf67c4becd1,0,indiadiets.com
151001,0,a52e2c27-5eea-4b82-b324-e88148bc7399,1,webmd.com
151001,0,2b9cd2ff-5f3c-4e66-857f-ab74990c2f8a,1,emedicine.medscape.com
151001,0,71571806-5fe7-41b9-bfbd-6c687fe90770,1,everydayhealth.com
151001,0,7f171cb8-6023-4884-b377-c4333d8414d7,1,healingcancernaturally.com
151001,0,c9dd5dc6-6105-4167-ab47-e49e8dfefb58,0,indiadiets.com
151001,0,3b845d61-6116-4005-a590-669ef109d71b,0,nhlbi.nih.gov
151001,0,00882a7d-6152-4495-bea4-1f85424d6fc4,0,medicinenet.com
151001,0,4ebd272f-61c7-42e2-942b-ce09a11ccb9e,0,verywell.com
151001,0,b4d4ec65-61d6-421b-9a6c-17a2442e6c70,0,webmd.com
151001,0,ef020c7a-6324-4ab3-8dd1-a472f13c0d49,0,consumer.healthday.com
151001,0,c4e7a7a3-6446-4781-a981-bd5e996e313f,0,cancer.gov
151001,0,ef635381-6484-4d5d-9f13-28ba80082edc,0,cancer.gov
151001,0,202833e3-6527-4443-aca4-b058c899b442,0,ods.od.nih.gov
151001,0,d0a32061-6564-447a-927a-e390e9406db3,0,cancer.gov
151001,0,7c1fc71c-660d-4246-8f0c-7094fb356e6d,0,indiadiets.com
151001,0,aefaf781-6658-451f-a423-06aa9b6f348e,0,aafp.org
151001,0,ef912c01-66c6-41f5-88b4-129d91f48cfc,0,healthyliving.azcentral.com
151001,0,f5305faa-66fc-495f-a6c7-fb6a976a1b77,0,rxlist.com
151001,0,13d7a19e-6709-4e1b-b706-c2e83b112c0d,0,sportsinjuryclinic.net
151001,0,080d54fa-673d-493b-90ed-8a0d7d36a7f6,0,indiadiets.com
151001,0,d00c5688-679b-493b-aeca-70b88b174fd6,0,livestrong.com
151001,0,6c5f3ccf-67ef-4989-a8e1-24e642c655de,0,livestrong.com
151001,0,bb9e06b6-6807-4368-b2f9-45795227cd9a,0,emedicinehealth.com
151001,0,821ae288-6824-4c8a-96f1-537f9aa387ed,0,botanical-online.com
151001,0,76627635-6848-47e2-bec2-23a0157a74d4,0,merckmanuals.com
151001,0,b616e5cc-690c-4a89-b88d-9a051e0579a3,0,riversideonline.com
151001,0,74e18b47-692c-4a26-ba63-e6e2216feaae,0,nhlbi.nih.gov
151001,0,aad99e57-69a3-484c-ba68-95d11440d58f,0,botanical-online.com
151001,0,8ae3f5ff-6a4b-4c69-9d88-f6ffee5acb38,0,nhlbi.nih.gov
151001,0,8f1a17f9-6a66-4a4f-b759-af2a8f72a986,0,emedicine.medscape.com
151001,0,a2408fdc-6aa1-46b1-a58d-cd3a35f44e35,0,verywell.com
151001,0,9f6f234f-6b0d-4b4a-a01a-15aa427b3f8c,0,holistic-online.com
151001,0,b9b8ac6e-6b35-4c0d-a04c-b76a36954d17,0,indiadiets.com
151001,0,180ac4f0-6b88-4776-b045-facc4e81b642,0,indiadiets.com
